sample_rank,feature_rank,sample_index,true_label,predicted_label,target_class,target_probability,clean_text,feature_name,raw_feature_name,feature_type,feature_value,shap_value
13,1,469,smishing,smishing,smishing,0.9851526011712884,t mobile customer you may now claim your free camera phone upgrade a pay go sim card for your loyalty call on phonetoken urltoken ends 28thfeb t c's apply,URL,numeric__URL,structured,1.0,2.1456206033575174
13,2,469,smishing,smishing,smishing,0.9851526011712884,t mobile customer you may now claim your free camera phone upgrade a pay go sim card for your loyalty call on phonetoken urltoken ends 28thfeb t c's apply,PHONE,numeric__PHONE,structured,1.0,1.1158319062604722
13,3,469,smishing,smishing,smishing,0.9851526011712884,t mobile customer you may now claim your free camera phone upgrade a pay go sim card for your loyalty call on phonetoken urltoken ends 28thfeb t c's apply,url_count,numeric__url_count,structured,1.0,-0.8037493135204558
13,4,469,smishing,smishing,smishing,0.9851526011712884,t mobile customer you may now claim your free camera phone upgrade a pay go sim card for your loyalty call on phonetoken urltoken ends 28thfeb t c's apply,phone_count,numeric__phone_count,structured,1.0,0.7305205696848733
13,5,469,smishing,smishing,smishing,0.9851526011712884,t mobile customer you may now claim your free camera phone upgrade a pay go sim card for your loyalty call on phonetoken urltoken ends 28thfeb t c's apply,claim,tfidf__claim,tfidf,0.13461634235099634,0.39178407519957203
13,6,469,smishing,smishing,smishing,0.9851526011712884,t mobile customer you may now claim your free camera phone upgrade a pay go sim card for your loyalty call on phonetoken urltoken ends 28thfeb t c's apply,customer,tfidf__customer,tfidf,0.1330698997355286,0.21690775360855938
13,7,469,smishing,smishing,smishing,0.9851526011712884,t mobile customer you may now claim your free camera phone upgrade a pay go sim card for your loyalty call on phonetoken urltoken ends 28thfeb t c's apply,mobile,tfidf__mobile,tfidf,0.1256792273944933,0.17556924269906013
13,8,469,smishing,smishing,smishing,0.9851526011712884,t mobile customer you may now claim your free camera phone upgrade a pay go sim card for your loyalty call on phonetoken urltoken ends 28thfeb t c's apply,card,tfidf__card,tfidf,0.20053201152812608,0.1699475618027076
13,9,469,smishing,smishing,smishing,0.9851526011712884,t mobile customer you may now claim your free camera phone upgrade a pay go sim card for your loyalty call on phonetoken urltoken ends 28thfeb t c's apply,camera,tfidf__camera,tfidf,0.1738892029829868,0.1328234677575645
13,10,469,smishing,smishing,smishing,0.9851526011712884,t mobile customer you may now claim your free camera phone upgrade a pay go sim card for your loyalty call on phonetoken urltoken ends 28thfeb t c's apply,camera phone,tfidf__camera phone,tfidf,0.23987485447991683,0.11058786462645395
14,1,199,smishing,smishing,smishing,0.9851167226207515,as a valued customer i embody pleased to advise you that following recent review of your mobile no you are grant with a rs 7 00 000 bonus prize call phonetoken,PHONE,numeric__PHONE,structured,1.0,1.1158319062604722
14,2,199,smishing,smishing,smishing,0.9851167226207515,as a valued customer i embody pleased to advise you that following recent review of your mobile no you are grant with a rs 7 00 000 bonus prize call phonetoken,phone_count,numeric__phone_count,structured,1.0,0.7305205696848733
14,3,199,smishing,smishing,smishing,0.9851167226207515,as a valued customer i embody pleased to advise you that following recent review of your mobile no you are grant with a rs 7 00 000 bonus prize call phonetoken,URL,numeric__URL,structured,0.0,-0.3786389300042678
14,4,199,smishing,smishing,smishing,0.9851167226207515,as a valued customer i embody pleased to advise you that following recent review of your mobile no you are grant with a rs 7 00 000 bonus prize call phonetoken,prize,tfidf__prize,tfidf,0.12987002326145672,0.34497922335289366
14,5,199,smishing,smishing,smishing,0.9851167226207515,as a valued customer i embody pleased to advise you that following recent review of your mobile no you are grant with a rs 7 00 000 bonus prize call phonetoken,000,tfidf__000,tfidf,0.14605159800950923,0.20353760337186463
14,6,199,smishing,smishing,smishing,0.9851167226207515,as a valued customer i embody pleased to advise you that following recent review of your mobile no you are grant with a rs 7 00 000 bonus prize call phonetoken,customer,tfidf__customer,tfidf,0.12261486625723826,0.19894981109079574
14,7,199,smishing,smishing,smishing,0.9851167226207515,as a valued customer i embody pleased to advise you that following recent review of your mobile no you are grant with a rs 7 00 000 bonus prize call phonetoken,embody,tfidf__embody,tfidf,0.12954113054050714,0.1730730550482311
14,8,199,smishing,smishing,smishing,0.9851167226207515,as a valued customer i embody pleased to advise you that following recent review of your mobile no you are grant with a rs 7 00 000 bonus prize call phonetoken,mobile,tfidf__mobile,tfidf,0.11580486412716855,0.16123271588506186
14,9,199,smishing,smishing,smishing,0.9851167226207515,as a valued customer i embody pleased to advise you that following recent review of your mobile no you are grant with a rs 7 00 000 bonus prize call phonetoken,url_count,numeric__url_count,structured,0.0,0.15309510733722967
14,10,199,smishing,smishing,smishing,0.9851167226207515,as a valued customer i embody pleased to advise you that following recent review of your mobile no you are grant with a rs 7 00 000 bonus prize call phonetoken,grant,tfidf__grant,tfidf,0.20715298662459466,0.13858093522729056
15,1,307,smishing,smishing,smishing,0.9843254068256538,dear v0daf0ne customer you are a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,PHONE,numeric__PHONE,structured,1.0,1.1158319062604722
15,2,307,smishing,smishing,smishing,0.9843254068256538,dear v0daf0ne customer you are a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,phone_count,numeric__phone_count,structured,1.0,0.7305205696848733
15,3,307,smishing,smishing,smishing,0.9843254068256538,dear v0daf0ne customer you are a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,URL,numeric__URL,structured,0.0,-0.3786389300042678
15,4,307,smishing,smishing,smishing,0.9843254068256538,dear v0daf0ne customer you are a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,prize,tfidf__prize,tfidf,0.13317930104566,0.35421631528549913
15,5,307,smishing,smishing,smishing,0.9843254068256538,dear v0daf0ne customer you are a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,winner,tfidf__winner,tfidf,0.1803303307770202,0.23860129695690666
15,6,307,smishing,smishing,smishing,0.9843254068256538,dear v0daf0ne customer you are a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,000,tfidf__000,tfidf,0.14977320594105797,0.20894431460627055
15,7,307,smishing,smishing,smishing,0.9843254068256538,dear v0daf0ne customer you are a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,customer,tfidf__customer,tfidf,0.1257392720494913,0.2043164031477179
15,8,307,smishing,smishing,smishing,0.9843254068256538,dear v0daf0ne customer you are a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,arrogate,tfidf__arrogate,tfidf,0.21004053486808077,0.17485238447965606
15,9,307,smishing,smishing,smishing,0.9843254068256538,dear v0daf0ne customer you are a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,attempt,tfidf__attempt,tfidf,0.1778904850428034,0.17026469445600542
15,10,307,smishing,smishing,smishing,0.9843254068256538,dear v0daf0ne customer you are a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,url_count,numeric__url_count,structured,0.0,0.15309510733722967
16,1,268,smishing,smishing,smishing,0.9843254068256538,dear v0daf0ne customer you are a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,PHONE,numeric__PHONE,structured,1.0,1.1158319062604722
16,2,268,smishing,smishing,smishing,0.9843254068256538,dear v0daf0ne customer you are a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,phone_count,numeric__phone_count,structured,1.0,0.7305205696848733
16,3,268,smishing,smishing,smishing,0.9843254068256538,dear v0daf0ne customer you are a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,URL,numeric__URL,structured,0.0,-0.3786389300042678
16,4,268,smishing,smishing,smishing,0.9843254068256538,dear v0daf0ne customer you are a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,prize,tfidf__prize,tfidf,0.13317930104566,0.35421631528549913
16,5,268,smishing,smishing,smishing,0.9843254068256538,dear v0daf0ne customer you are a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,winner,tfidf__winner,tfidf,0.1803303307770202,0.23860129695690666
16,6,268,smishing,smishing,smishing,0.9843254068256538,dear v0daf0ne customer you are a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,000,tfidf__000,tfidf,0.14977320594105797,0.20894431460627055
16,7,268,smishing,smishing,smishing,0.9843254068256538,dear v0daf0ne customer you are a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,customer,tfidf__customer,tfidf,0.1257392720494913,0.2043164031477179
16,8,268,smishing,smishing,smishing,0.9843254068256538,dear v0daf0ne customer you are a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,arrogate,tfidf__arrogate,tfidf,0.21004053486808077,0.17485238447965606
16,9,268,smishing,smishing,smishing,0.9843254068256538,dear v0daf0ne customer you are a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,attempt,tfidf__attempt,tfidf,0.1778904850428034,0.17026469445600542
16,10,268,smishing,smishing,smishing,0.9843254068256538,dear v0daf0ne customer you are a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,url_count,numeric__url_count,structured,0.0,0.15309510733722967
17,1,90,smishing,smishing,smishing,0.9840424339197925,phonetoken you have won a 2 000 price to claim call phonetoken,phone_count,numeric__phone_count,structured,2.0,2.083336439471676
17,2,90,smishing,smishing,smishing,0.9840424339197925,phonetoken you have won a 2 000 price to claim call phonetoken,PHONE,numeric__PHONE,structured,1.0,1.1158319062604722
17,3,90,smishing,smishing,smishing,0.9840424339197925,phonetoken you have won a 2 000 price to claim call phonetoken,claim,tfidf__claim,tfidf,0.27875470151567644,0.8643835984154559
17,4,90,smishing,smishing,smishing,0.9840424339197925,phonetoken you have won a 2 000 price to claim call phonetoken,won,tfidf__won,tfidf,0.35330106941825773,0.6147503354498929
17,5,90,smishing,smishing,smishing,0.9840424339197925,phonetoken you have won a 2 000 price to claim call phonetoken,000,tfidf__000,tfidf,0.328221804486641,0.46819248374881745
17,6,90,smishing,smishing,smishing,0.9840424339197925,phonetoken you have won a 2 000 price to claim call phonetoken,URL,numeric__URL,structured,0.0,-0.3786389300042678
17,7,90,smishing,smishing,smishing,0.9840424339197925,phonetoken you have won a 2 000 price to claim call phonetoken,price,tfidf__price,tfidf,0.38483364102038925,-0.22695786127753664
17,8,90,smishing,smishing,smishing,0.9840424339197925,phonetoken you have won a 2 000 price to claim call phonetoken,won 000,tfidf__won 000,tfidf,0.5227511837037752,0.2229307600443527
17,9,90,smishing,smishing,smishing,0.9840424339197925,phonetoken you have won a 2 000 price to claim call phonetoken,phonetoken,tfidf__phonetoken,tfidf,0.25920008323226307,0.15736737578282217
17,10,90,smishing,smishing,smishing,0.9840424339197925,phonetoken you have won a 2 000 price to claim call phonetoken,url_count,numeric__url_count,structured,0.0,0.15309510733722967
18,1,297,smishing,smishing,smishing,0.9839682434888447,urgent we be examine to contact you last weekends draw shows u experience advance a 1000 prize guaranteed call phonetoken claim code k52 valid 12hrs 150p pm,PHONE,numeric__PHONE,structured,1.0,1.1158319062604722
18,2,297,smishing,smishing,smishing,0.9839682434888447,urgent we be examine to contact you last weekends draw shows u experience advance a 1000 prize guaranteed call phonetoken claim code k52 valid 12hrs 150p pm,phone_count,numeric__phone_count,structured,1.0,0.7305205696848733
18,3,297,smishing,smishing,smishing,0.9839682434888447,urgent we be examine to contact you last weekends draw shows u experience advance a 1000 prize guaranteed call phonetoken claim code k52 valid 12hrs 150p pm,claim,tfidf__claim,tfidf,0.1365347916664657,0.39807426912892563
18,4,297,smishing,smishing,smishing,0.9839682434888447,urgent we be examine to contact you last weekends draw shows u experience advance a 1000 prize guaranteed call phonetoken claim code k52 valid 12hrs 150p pm,prize,tfidf__prize,tfidf,0.1429523058445688,0.3814954225929108
18,5,297,smishing,smishing,smishing,0.9839682434888447,urgent we be examine to contact you last weekends draw shows u experience advance a 1000 prize guaranteed call phonetoken claim code k52 valid 12hrs 150p pm,URL,numeric__URL,structured,0.0,-0.3786389300042678
18,6,297,smishing,smishing,smishing,0.9839682434888447,urgent we be examine to contact you last weekends draw shows u experience advance a 1000 prize guaranteed call phonetoken claim code k52 valid 12hrs 150p pm,urgent,tfidf__urgent,tfidf,0.15851937917431463,0.3001143321666234
18,7,297,smishing,smishing,smishing,0.9839682434888447,urgent we be examine to contact you last weekends draw shows u experience advance a 1000 prize guaranteed call phonetoken claim code k52 valid 12hrs 150p pm,1000,tfidf__1000,tfidf,0.1868646237411467,0.21352785751268855
18,8,297,smishing,smishing,smishing,0.9839682434888447,urgent we be examine to contact you last weekends draw shows u experience advance a 1000 prize guaranteed call phonetoken claim code k52 valid 12hrs 150p pm,contact,tfidf__contact,tfidf,0.15639857856519182,0.18769791378837636
18,9,297,smishing,smishing,smishing,0.9839682434888447,urgent we be examine to contact you last weekends draw shows u experience advance a 1000 prize guaranteed call phonetoken claim code k52 valid 12hrs 150p pm,advance,tfidf__advance,tfidf,0.19119851256973364,0.15320511825268238
18,10,297,smishing,smishing,smishing,0.9839682434888447,urgent we be examine to contact you last weekends draw shows u experience advance a 1000 prize guaranteed call phonetoken claim code k52 valid 12hrs 150p pm,url_count,numeric__url_count,structured,0.0,0.15309510733722967
19,1,238,smishing,smishing,smishing,0.9839677682701357,as a valued customer i be please to advise you that following recent review of your mobile no you exist awarded with a rs 7 00 000 bonus prize call phonetoken,PHONE,numeric__PHONE,structured,1.0,1.1158319062604722
19,2,238,smishing,smishing,smishing,0.9839677682701357,as a valued customer i be please to advise you that following recent review of your mobile no you exist awarded with a rs 7 00 000 bonus prize call phonetoken,phone_count,numeric__phone_count,structured,1.0,0.7305205696848733
19,3,238,smishing,smishing,smishing,0.9839677682701357,as a valued customer i be please to advise you that following recent review of your mobile no you exist awarded with a rs 7 00 000 bonus prize call phonetoken,URL,numeric__URL,structured,0.0,-0.3786389300042678
19,4,238,smishing,smishing,smishing,0.9839677682701357,as a valued customer i be please to advise you that following recent review of your mobile no you exist awarded with a rs 7 00 000 bonus prize call phonetoken,prize,tfidf__prize,tfidf,0.12785744888556272,0.33936158236183533
19,5,238,smishing,smishing,smishing,0.9839677682701357,as a valued customer i be please to advise you that following recent review of your mobile no you exist awarded with a rs 7 00 000 bonus prize call phonetoken,000,tfidf__000,tfidf,0.14378826043298057,0.20024945133453328
19,6,238,smishing,smishing,smishing,0.9839677682701357,as a valued customer i be please to advise you that following recent review of your mobile no you exist awarded with a rs 7 00 000 bonus prize call phonetoken,customer,tfidf__customer,tfidf,0.12071472385535248,0.1956860579809195
19,7,238,smishing,smishing,smishing,0.9839677682701357,as a valued customer i be please to advise you that following recent review of your mobile no you exist awarded with a rs 7 00 000 bonus prize call phonetoken,awarded,tfidf__awarded,tfidf,0.17288278127939477,0.19305439579311187
19,8,238,smishing,smishing,smishing,0.9839677682701357,as a valued customer i be please to advise you that following recent review of your mobile no you exist awarded with a rs 7 00 000 bonus prize call phonetoken,mobile,tfidf__mobile,tfidf,0.11401025520747188,0.15862713431981706
19,9,238,smishing,smishing,smishing,0.9839677682701357,as a valued customer i be please to advise you that following recent review of your mobile no you exist awarded with a rs 7 00 000 bonus prize call phonetoken,url_count,numeric__url_count,structured,0.0,0.15309510733722967
19,10,238,smishing,smishing,smishing,0.9839677682701357,as a valued customer i be please to advise you that following recent review of your mobile no you exist awarded with a rs 7 00 000 bonus prize call phonetoken,valued,tfidf__valued,tfidf,0.17806839538930125,0.11316981982810978
20,1,201,smishing,smishing,smishing,0.9838483142674497,dear v0daf0ne customer you exist a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,PHONE,numeric__PHONE,structured,1.0,1.1158319062604722
20,2,201,smishing,smishing,smishing,0.9838483142674497,dear v0daf0ne customer you exist a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,phone_count,numeric__phone_count,structured,1.0,0.7305205696848733
20,3,201,smishing,smishing,smishing,0.9838483142674497,dear v0daf0ne customer you exist a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,URL,numeric__URL,structured,0.0,-0.3786389300042678
20,4,201,smishing,smishing,smishing,0.9838483142674497,dear v0daf0ne customer you exist a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,prize,tfidf__prize,tfidf,0.13137824471342652,0.3491890785282659
20,5,201,smishing,smishing,smishing,0.9838483142674497,dear v0daf0ne customer you exist a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,winner,tfidf__winner,tfidf,0.17789162535065398,0.23531676180445313
20,6,201,smishing,smishing,smishing,0.9838483142674497,dear v0daf0ne customer you exist a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,000,tfidf__000,tfidf,0.1477477411815863,0.2060017415917694
20,7,201,smishing,smishing,smishing,0.9838483142674497,dear v0daf0ne customer you exist a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,customer,tfidf__customer,tfidf,0.12403883128762305,0.20139566477610954
20,8,201,smishing,smishing,smishing,0.9838483142674497,dear v0daf0ne customer you exist a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,arrogate,tfidf__arrogate,tfidf,0.207200042146016,0.172467291774604
20,9,201,smishing,smishing,smishing,0.9838483142674497,dear v0daf0ne customer you exist a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,attempt,tfidf__attempt,tfidf,0.17548477498114312,0.16796211212002626
20,10,201,smishing,smishing,smishing,0.9838483142674497,dear v0daf0ne customer you exist a 5 00 000 winner of guaranteed caller prize this is our final attempt to touch you to arrogate call phonetoken now,url_count,numeric__url_count,structured,0.0,0.15309510733722967
