message,clean_text,label,label_id,URL,EMAIL,PHONE,url_count,email_count,phone_count
Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),hiya do u like the hlday pics looked horrible in them so took mo out hows the camp amrca thing speak soon serena,ham,0,0,0,0,0,0,0
HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN,hiya stu wot u up urltoken in so much truble at home at moment evone hates me even u wot the hell av i done now y wont u just tell me text bck please luv dan,ham,0,1,0,0,1,0,0
"Hiya, probably coming home * weekend after next",hiya probably coming home weekend after next,ham,0,0,0,0,0,0,0
"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",hiya sorry didn't hav signal i haven't seen or heard from and neither has which is unusual in itself i'll put on the case and get him to sort it out hugs and snogs,ham,0,0,0,0,0,0,0
Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,hiya how was last night i've been naughty and bought myself clothes and very little ready for more shopping tho what kind of time do you wanna meet,ham,0,0,0,0,0,0,0
"Hm good morning, headache anyone? :-)",hm good morning headache anyone,ham,0,0,0,0,0,0,0
Hmm .. Bits and pieces lol ... *sighs* ...,hmm bits and pieces lol sighs,ham,0,0,0,0,0,0,0
Hmm ill have to think about it... ok you're forgiven! =D,hmm ill have to think about it ok you're forgiven d,ham,0,0,0,0,0,0,0
Hmm thinking lor...,hmm thinking lor,ham,0,0,0,0,0,0,0
"Hmm well, night night",hmm well night night,ham,0,0,0,0,0,0,0
HMM yeah if your not too grooved out! And im looking forward to my pound special :),hmm yeah if your not too grooved out and im looking forward to my pound special,ham,0,0,0,0,0,0,0
"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",hmm too many of them unfortunately pics obviously arent hot cakes its kinda fun tho,ham,0,0,0,0,0,0,0
"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",hmm dunno leh mayb a bag 4 goigng out dat is not too small or jus anything except perfume smth dat i can keep,ham,0,0,0,0,0,0,0
Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,hmm bad news hype park plaza 700 studio taken only left 2 bedrm 900,ham,0,0,0,0,0,0,0
Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,hmm my uncle just informed me that he's paying the school directly so pls buy food,ham,0,0,0,0,0,0,0
Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,hmmm k but i want to change the field quickly da i wanna get system administrator or network administrator,ham,0,0,0,0,0,0,0
Hmmm.but you should give it on one day..,urltoken you should give it on one day,ham,0,1,0,0,1,0,0
Hmmm.still we dont have opener?,urltoken we dont have opener,ham,0,1,0,0,1,0,0
Hmmm:)how many players selected?,hmmm how many players selected,ham,0,0,0,0,0,0,0
"Hmph. Go head, big baller.",hmph go head big baller,ham,0,0,0,0,0,0,0
Holy living christ what is taking you so long,holy living christ what is taking you so long,ham,0,0,0,0,0,0,0
Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out,ham,0,0,0,0,0,0,0
"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ...Did you go to the gym too ?",honey sweetheart darling sexy buns sugar plum loverboy i miss you boytoy did you go to the gym too,ham,0,0,0,0,0,0,0
Honey boo I'm missing u.,honey boo i'm missing u,ham,0,0,0,0,0,0,0
"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",honey can you pls find out how much they sell predicte in nigeria and how many times can it be used its very important to have a reply before monday,ham,0,0,0,0,0,0,0
"Honeybee Said: *I'm d Sweetest in d World* God Laughed & Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",honeybee said i'm d sweetest in d world god laughed said wait u havnt met d person reading this msg moral even god can crack jokes gm gn ge gn,ham,0,0,0,0,0,0,0
"Honeybee Said: *I'm d Sweetest in d World* God Laughed AND Said: *Wait,U Havnt Met d Person Reading This Msg*",honeybee said i'm d sweetest in d world god laughed and said wait u havnt met d person reading this msg,ham,0,0,0,0,0,0,0
Honeybee Said: *I'm d Sweetest in d World* God Said: U Havnt Met d Person Reading This Msg,honeybee said i'm d sweetest in d world god said u havnt met d person reading this msg,ham,0,0,0,0,0,0,0
hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,hope things went well at 'doctors' reminds me i still need urltoken u c d little thing i left in the lounge,ham,0,1,0,0,1,0,0
Hope you are ENJOYING a great day.,hope you are enjoying a great day,ham,0,0,0,0,0,0,0
Hope you are having a good TIME.,hope you are having a good time,ham,0,0,0,0,0,0,0
Hope you are having a good week. Just checking in,hope you are having a good week just checking in,ham,0,0,0,0,0,0,0
Hope you are having a great day.,hope you are having a great day,ham,0,0,0,0,0,0,0
Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,hope you are having a great new semester do wish you the very best you are made for greatness,ham,0,0,0,0,0,0,0
Hope you are not scared!,hope you are not scared,ham,0,0,0,0,0,0,0
Horrible gal. Me in sch doing some stuff. How come u got mc?,horrible gal me in sch doing some stuff how come u got mc,ham,0,0,0,0,0,0,0
Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,horrible u eat macs eat until u forgot abt me already rite u take so long 2 reply i thk it's more toot than b4 so b prepared now wat shall i eat,ham,0,0,0,0,0,0,0
Host-based IDPS for linux systems.,host based idps for linux systems,ham,0,0,0,0,0,0,0
"House-Maid is the murderer, because the man was murdered on 26th January.. As public holiday all govt.instituitions are closed,including post office..",house maid is the murderer because the man was murdered on 26th january as public holiday all urltoken are closed including post office,ham,0,1,0,0,1,0,0
"House-Maid is the murderer, coz the man was murdered on <#> th January.. As public holiday all govt.instituitions are closed,including post office..understand?",house maid is the murderer coz the man was murdered on th january as public holiday all urltoken are closed including post office understand,ham,0,1,0,0,1,0,0
"House-Maid is the murderer, coz the man was murdered on 26th January..",house maid is the murderer coz the man was murdered on 26th january,ham,0,0,0,0,0,0,0
"How about clothes, jewelry, and trips?",how about clothes jewelry and trips,ham,0,0,0,0,0,0,0
How abt making some of the pics bigger?,how abt making some of the pics bigger,ham,0,0,0,0,0,0,0
HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,how are u i have missed u i havent been up 2 much a bit bored with the holiday want 2 go bak 2 college sad isnt it xx,ham,0,0,0,0,0,0,0
How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X,how are you babes hope your doing ok i had a shit nights sleep i fell asleep at 5 i m knackered and i m dreading work tonight what are thou upto tonight x,ham,0,0,1,0,0,1,0
How are you doing. How's the queen. Are you going for the royal wedding,how are you doing how's the queen are you going for the royal wedding,ham,0,0,0,0,0,0,0
How are you doing? Hope you've settled in for the new school have a great day,how are you doing hope you've settled in for the new school have a great day,ham,0,0,0,0,0,0,0
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,how are you doing hope you've settled in for the new school year just wishin you a gr8 day,ham,0,0,0,0,0,0,0
How are you holding up?,how are you holding up,ham,0,0,0,0,0,0,0
How are you with moneY...as in to you...money aint a thing....how are you sha!,how are you with money as in to you money aint a thing how are you sha,ham,0,0,0,0,0,0,0
How are you. Just checking up on you,how are you just checking up on you,ham,0,0,0,0,0,0,0
how are you? I miss you!,how are you i miss you,ham,0,0,0,0,0,0,0
How come guoyang go n tell her? Then u told her?,how come guoyang go n tell her then u told her,ham,0,0,0,0,0,0,0
How come i din c ü... Yup i cut my hair...,how come i din c yup i cut my hair,ham,0,0,0,0,0,0,0
How come she can get it? Should b quite diff to guess rite...,how come she can get it should b quite diff to guess rite,ham,0,0,0,0,0,0,0
How come u got nothing to do?,how come u got nothing to do,ham,0,0,0,0,0,0,0
How come?,how come,ham,0,0,0,0,0,0,0
How dare you change my ring,how dare you change my ring,ham,0,0,0,0,0,0,0
How did you find out in a way that didn't include all of these details,how did you find out in a way that didn't include all of these details,ham,0,0,0,0,0,0,0
How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,how do friends help us in problems they give the most stupid suggestion that lands us into another problem and helps us forgt the previous problem,ham,0,0,0,0,0,0,0
How do you guys go to see movies on your side.,how do you guys go to see movies on your side,ham,0,0,0,0,0,0,0
How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already ...,how have your little darlings been so far this week need a coffee run tomo can't believe it's that time of week already,ham,0,0,0,0,0,0,0
How i noe... Did ü specify da domain as nusstu... Ü still in sch...,how i noe did specify da domain as nusstu still in sch,ham,0,0,0,0,0,0,0
How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,how i noe she's in da car now later then c lar i'm wearing shorts,ham,0,0,0,0,0,0,0
How is it possible to teach you. And where.,how is it possible to teach you and where,ham,0,0,0,0,0,0,0
"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",how is my boy no sweet words left for me this morning sighs how goes you day my love did you start your studying,ham,0,0,0,0,0,0,0
How long does it take to get it.,how long does it take to get it,ham,0,0,0,0,0,0,0
"How long has it been since you screamed, princess?",how long has it been since you screamed princess,ham,0,0,0,0,0,0,0
How many licks does it take to get to the center of a tootsie pop?,how many licks does it take to get to the center of a tootsie pop,ham,0,0,0,0,0,0,0
How many times i told in the stage all use to laugh. You not listen aha.,how many times i told in the stage all use to laugh you not listen aha,ham,0,0,0,0,0,0,0
How much it will cost approx . Per month.,how much it will cost approx per month,ham,0,0,0,0,0,0,0
How much r ü willing to pay?,how much r willing to pay,ham,0,0,0,0,0,0,0
How much she payed. Suganya.,how much she payed suganya,ham,0,0,0,0,0,0,0
How much u trying to get?,how much u trying to get,ham,0,0,0,0,0,0,0
How much would it cost to hire a hitman,how much would it cost to hire a hitman,ham,0,0,0,0,0,0,0
How much you got for cleaning,how much you got for cleaning,ham,0,0,0,0,0,0,0
How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,how stupid to say that i challenge urltoken dont think at all on what i write instead you respond immed,ham,0,1,0,0,1,0,0
how tall are you princess?,how tall are you princess,ham,0,0,0,0,0,0,0
How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . . <#> . Good listener <#> . Organizer <#> . Good boyfriend <#> . Very clean <#> . Sympathetic <#> . Athletic <#> . Warm . . . <#> . Courageous <#> . Determined <#> . True <#> . Dependable <#> . Intelligent . . . <#> . Psychologist <#> . Pest exterminator <#> . Psychiatrist <#> . Healer . . <#> . Stylist <#> . Driver . . Aaniye pudunga venaam..,how to make a girl happy it's not at all difficult to make girls happy u only need to be 1 a friend 2 companion 3 lover 4 chef good listener organizer good boyfriend very clean sympathetic athletic warm courageous determined true dependable intelligent psychologist pest exterminator psychiatrist healer stylist driver aaniye pudunga venaam,ham,0,0,0,0,0,0,0
How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch,how u doin baby girl hope u are okay every time i call ure phone is off i miss u get in touch,ham,0,0,0,0,0,0,0
How was txting and driving,how was txting and driving,ham,0,0,0,0,0,0,0
How will I creep on you now? ;_;,how will i creep on you now,ham,0,0,0,0,0,0,0
How would my ip address test that considering my computer isn't a minecraft server,how would my ip address test that considering my computer isn't a minecraft server,ham,0,0,0,0,0,0,0
How. Its a little difficult but its a simple way to enter this place,how its a little difficult but its a simple way to enter this place,ham,0,0,0,0,0,0,0
How? Izzit still raining?,how izzit still raining,ham,0,0,0,0,0,0,0
How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,how's it feel mr your not my real valentine just my yo valentine even tho u hardly play,ham,0,0,0,0,0,0,0
How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,how's it going got any exciting karaoke type activities planned i'm debating whether to play football this eve feeling lazy though,ham,0,0,0,0,0,0,0
hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,hows my favourite person today r u workin hard couldn't sleep again last nite nearly rang u at 4 30,ham,0,0,1,0,0,1,0
"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",how's my loverboy doing what does he do that keeps him from coming to his queen hmmm doesn't he ache to speak to me miss me desparately,ham,0,0,0,0,0,0,0
Hows the champ just leaving glasgow!,hows the champ just leaving glasgow,ham,0,0,0,0,0,0,0
How's ur paper?,how's ur paper,ham,0,0,0,0,0,0,0
Howz pain.it will come down today.do as i said ystrday.ice and medicine.,howz urltoken will come down urltoken as i said urltoken and medicine,ham,0,1,0,0,3,0,0
Howz that persons story..have u read that?,howz that persons story have u read that,ham,0,0,0,0,0,0,0
Howz that persons story..hope u find out..,howz that persons story hope u find out,ham,0,0,0,0,0,0,0
Huh but i cant go 2 ur house empty handed right?,huh but i cant go 2 ur house empty handed right,ham,0,0,0,0,0,0,0
Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...,huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale,ham,0,0,0,0,0,0,0
Huh means computational science... Y they like dat one push here n there...,huh means computational science y they like dat one push here n there,ham,0,0,0,0,0,0,0
Huh so early.. Then ü having dinner outside izzit?,huh so early then having dinner outside izzit,ham,0,0,0,0,0,0,0
Huh so fast... Dat means u havent finished painting?,huh so fast dat means u havent finished painting,ham,0,0,0,0,0,0,0
Huh so late... Fr dinner?,huh so late fr dinner,ham,0,0,0,0,0,0,0
Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,huh so slow i tot u reach long ago liao u 2 more days only i 4 more leh,ham,0,0,0,0,0,0,0
Huh y lei...,huh y lei,ham,0,0,0,0,0,0,0
Huh? 6 also cannot? Then only how many mistakes?,huh 6 also cannot then only how many mistakes,ham,0,0,0,0,0,0,0
Hui xin is in da lib.,hui xin is in da lib,ham,0,0,0,0,0,0,0
Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,hurry home u big butt hang up on your last caller if u have to food is done and i'm starving don't ask what i cooked,ham,0,0,0,0,0,0,0
Hurry home. Soup is DONE!,hurry home soup is done,ham,0,0,0,0,0,0,0
"Hurry up, I've been weed-deficient for like three days",hurry up i've been weed deficient for like three days,ham,0,0,0,0,0,0,0
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,hurt me tease me make me cry but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u have a nice day bslvyl,ham,0,0,0,0,0,0,0
I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to <#>,i career tel have added u as a contact on urltoken to send free sms to remove from phonebook sms no to,ham,0,1,0,0,1,0,0
I accidentally brought em home in the box,i accidentally brought em home in the box,ham,0,0,0,0,0,0,0
I accidentally deleted the message. Resend please.,i accidentally deleted the message resend please,ham,0,0,0,0,0,0,0
I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,i actually did for the first time in a while i went to bed not too long after i spoke with you woke up at 7 how was your night,ham,0,0,0,0,0,0,0
I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,i agree so i can stop thinkin about ipad can you please ask macho the same question,ham,0,0,0,0,0,0,0
I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,i ain't answerin no phone at what is actually a pretty reasonable hour but i'm sleepy,ham,0,0,0,0,0,0,0
I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,i also thk too fast xy suggest one not me u dun wan it's ok going 2 rain leh where got gd,ham,0,0,0,0,0,0,0
"I am .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers,",i am on the snowboarding trip i was wondering if your planning to get everyone together befor we go a meet and greet kind of affair cheers,ham,0,0,0,0,0,0,0
I am 6 ft. We will be a good combination!,i am 6 ft we will be a good combination,ham,0,0,0,0,0,0,0
I AM AT THE GAS STATION. GO THERE.,i am at the gas station go there,ham,0,0,0,0,0,0,0
I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,i am back good journey let me know if you need any of the receipts shall i tell you like the pendent,ham,0,0,0,0,0,0,0
I am busy on Sunday as I HAVE A DATE ON SUNDAY WITH LITCI!!,i am busy on sunday as i have a date on sunday with litci,ham,0,0,0,0,0,0,0
I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,i am getting threats from your sales executive shifad as i raised complaint against him its an official message,ham,0,0,0,0,0,0,0
i am going to bed now prin,i am going to bed now prin,ham,0,0,0,0,0,0,0
I am going to film 2day da. At 6pm. Sorry da.,i am going to film 2day da at 6pm sorry da,ham,0,0,0,0,0,0,0
I am going to sao mu today. Will be done only at 12,i am going to sao mu today will be done only at 12,ham,0,0,0,0,0,0,0
I am going to try for 2 months ha ha only joking,i am going to try for 2 months ha ha only joking,ham,0,0,0,0,0,0,0
I am great! How are you?,i am great how are you,ham,0,0,0,0,0,0,0
I am in a marriage function,i am in a marriage function,ham,0,0,0,0,0,0,0
I am in bus on the way to calicut,i am in bus on the way to calicut,ham,0,0,0,0,0,0,0
I am in hospital dear. . I will call u back later,i am in hospital dear i will call u back later,ham,0,0,0,0,0,0,0
I am in office:)whats the matter..msg me now.i will call you at break:).,i am in office whats the matter msg me now i will call you at break,ham,0,0,0,0,0,0,0
I am in revage theatre now. . Going to watch KALAPANI in a few minutes,i am in revage theatre now going to watch kalapani in a few minutes,ham,0,0,0,0,0,0,0
I am in your office na.,i am in your office na,ham,0,0,0,0,0,0,0
I am joining today formally.Pls keep praying.will talk later.,i am joining today urltoken keep urltoken talk later,ham,0,1,0,0,2,0,0
I am late. I will be there by 3,i am late i will be there by 3,ham,0,0,0,0,0,0,0
I am not at all happy with what you saying or doing,i am not at all happy with what you saying or doing,ham,0,0,0,0,0,0,0
I am not having her number sir,i am not having her number sir,ham,0,0,0,0,0,0,0
I am not sure about breakfast menu. . . I know only about noon menu,i am not sure about breakfast menu i know only about noon menu,ham,0,0,0,0,0,0,0
I am not sure about night menu. . . I know only about noon menu,i am not sure about night menu i know only about noon menu,ham,0,0,0,0,0,0,0
I am on the way to tirupur.,i am on the way to tirupur,ham,0,0,0,0,0,0,0
i am seeking a lady in the street and a freak in the sheets. Is that you?,i am seeking a lady in the street and a freak in the sheets is that you,ham,0,0,0,0,0,0,0
I am sorry...I am not having her number sir,i am sorry i am not having her number sir,ham,0,0,0,0,0,0,0
I am taking half day leave bec i am not well,i am taking half day leave bec i am not well,ham,0,0,0,0,0,0,0
I am taking you for italian food. How about a pretty dress with no panties? :),i am taking you for italian food how about a pretty dress with no panties,ham,0,0,0,0,0,0,0
I am waiting for your call sir.,i am waiting for your call sir,ham,0,0,0,0,0,0,0
I am waiting machan. Call me once you free.,i am waiting machan call me once you free,ham,0,0,0,0,0,0,0
I anything lor. Just let me know..,i anything lor just let me know,ham,0,0,0,0,0,0,0
I anything lor...,i anything lor,ham,0,0,0,0,0,0,0
I asked you to call him now ok,i asked you to call him now ok,ham,0,0,0,0,0,0,0
"I av a new number, . Wil u only use this one,ta.",i av a new number wil u only use this one ta,ham,0,0,0,0,0,0,0
I borrow ur bag ok.,i borrow ur bag ok,ham,0,0,0,0,0,0,0
I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,i bought the test yesterday its something that lets you know the exact day u urltoken will get 2u in about 2 to 3wks but pls pls dont fret i know u r worried pls relax also is there anything in ur past history u need to tell me,ham,0,1,0,0,1,0,0
"I call you later, don't have network. If urgnt, sms me.",i call you later don't have network if urgnt sms me,ham,0,0,0,0,0,0,0
I called but no one pick up e phone. I ask both of them already they said ok.,i called but no one pick up e phone i ask both of them already they said ok,ham,0,0,0,0,0,0,0
I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,i calls you later afternoon onwords mtnl service get problem in south mumbai i can hear you but you cann't listen me,ham,0,0,0,0,0,0,0
I can ask around but there's not a lot in terms of mids up here,i can ask around but there's not a lot in terms of mids up here,ham,0,0,0,0,0,0,0
i can call in <#> min if thats ok,i can call in min if thats ok,ham,0,0,0,0,0,0,0
I can do that! I want to please you both inside and outside the bedroom...,i can do that i want to please you both inside and outside the bedroom,ham,0,0,0,0,0,0,0
"I can. But it will tell quite long, cos i haven't finish my film yet...",i can but it will tell quite long cos i haven't finish my film yet,ham,0,0,0,0,0,0,0
I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.,i can t wait for cornwall hope tonight isn t too bad as well but it s rock night shite anyway i m going for a kip now have a good night speak to you soon,ham,0,0,0,0,0,0,0
I can't describe how lucky you are that I'm actually awake by noon,i can't describe how lucky you are that i'm actually awake by noon,ham,0,0,0,0,0,0,0
I can't have a friend in the house because i'm embarassed that everything is scattered on the floor. I think we should work on it.,i can't have a friend in the house because i'm embarassed that everything is scattered on the floor i think we should work on it,ham,0,0,0,0,0,0,0
"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.",i can't keep going through this it was never my intention to run you out but if you choose to do that rather than keep the room clean so i don't have to say no to visitors then maybe that's the best choice yes i wanted you to be embarassed so maybe you'd feel for once how i feel when i have a friend who wants to drop buy and i have to say no as happened this morning i've tried everything i don't know what else to do,ham,0,0,0,0,0,0,0
I cant pick the phone right now. Anything urgent?,i cant pick the phone right now anything urgent,ham,0,0,0,0,0,0,0
I cant pick the phone right now. Call later,i cant pick the phone right now call later,ham,0,0,0,0,0,0,0
I cant pick the phone right now. Call me sometime back,i cant pick the phone right now call me sometime back,ham,0,0,0,0,0,0,0
I cant pick the phone right now. Call u back later,i cant pick the phone right now call u back later,ham,0,0,0,0,0,0,0
I cant pick the phone right now. I am busy,i cant pick the phone right now i am busy,ham,0,0,0,0,0,0,0
I cant pick the phone right now. I will call u back..,i cant pick the phone right now i will call u back,ham,0,0,0,0,0,0,0
I cant pick the phone right now. I will call u later,i cant pick the phone right now i will call u later,ham,0,0,0,0,0,0,0
I cant pick the phone right now. Pls send a message if anything urgent..,i cant pick the phone right now pls send a message if anything urgent,ham,0,0,0,0,0,0,0
I cant pick the phone right now. Urgent?,i cant pick the phone right now urgent,ham,0,0,0,0,0,0,0
"I can't right this second, gotta hit people up first",i can't right this second gotta hit people up first,ham,0,0,0,0,0,0,0
i cant talk to you now.i will call when i can.dont keep calling.,i cant talk to you now i will call when i urltoken keep calling,ham,0,1,0,0,1,0,0
"I can't, I don't have her number!",i can't i don't have her number,ham,0,0,0,0,0,0,0
I could ask carlos if we could get more if anybody else can chip in,i could ask carlos if we could get more if anybody else can chip in,ham,0,0,0,0,0,0,0
I didn't get the second half of that message,i didn't get the second half of that message,ham,0,0,0,0,0,0,0
I dled 3d its very imp,i dled 3d its very imp,ham,0,0,0,0,0,0,0
i dnt wnt to tlk wid u,i dnt wnt to tlk wid u,ham,0,0,0,0,0,0,0
"I do know what u mean, is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep!",i do know what u mean is the king of not havin credit i'm goin2bed now night night sweet only1more sleep,ham,0,0,0,0,0,0,0
"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",i don t think so you don't need to be going out that late on a school night especially when the one class you have is the one you missed last wednesday and probably failed a test in on friday,ham,0,0,0,0,0,0,0
I donno if they are scorable,i donno if they are scorable,ham,0,0,0,0,0,0,0
"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",i don't have anybody's number i still haven't thought up a tactful way to ask alex,ham,0,0,0,0,0,0,0
I dont have that much image in class.,i dont have that much image in class,ham,0,0,0,0,0,0,0
I dont have your file in my bag..i 'll tell you if i find it in my room.,i dont have your file in my bag i 'll tell you if i find it in my room,ham,0,0,0,0,0,0,0
I dont know ask to my brother. Nothing problem some thing that. Just i told .,i dont know ask to my brother nothing problem some thing that just i told,ham,0,0,0,0,0,0,0
I don't know but I'm raping dudes at poker,i don't know but i'm raping dudes at poker,ham,0,0,0,0,0,0,0
I dont know exactly could you ask chechi.,i dont know exactly could you ask chechi,ham,0,0,0,0,0,0,0
I dont know what to do to come out of this so only am ask questions like this dont mistake me.,i dont know what to do to come out of this so only am ask questions like this dont mistake me,ham,0,0,0,0,0,0,0
I dont know why she.s not getting your messages,i dont know why she s not getting your messages,ham,0,0,0,0,0,0,0
"I dont knw pa, i just drink milk..",i dont knw pa i just drink milk,ham,0,0,0,0,0,0,0
I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,i don't quite know what to do i still can't get hold of anyone i cud pick you up bout 7 30pm and we can see if they're in the pub,ham,0,0,0,0,0,0,0
I don't run away frm u... I walk slowly & it kills me that u don't care enough to stop me...,i don't run away frm u i walk slowly it kills me that u don't care enough to stop me,ham,0,0,0,0,0,0,0
I don't think he has spatula hands!,i don't think he has spatula hands,ham,0,0,0,0,0,0,0
I dont thnk its a wrong calling between us,i dont thnk its a wrong calling between us,ham,0,0,0,0,0,0,0
I dont understand your message.,i dont understand your message,ham,0,0,0,0,0,0,0
I dont want to hear anything,i dont want to hear anything,ham,0,0,0,0,0,0,0
I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,i don't want you to leave but i'm barely doing what i can to stay sane fighting with you constantly isn't helping,ham,0,0,0,0,0,0,0
I doubt you could handle 5 times per night in any case...,i doubt you could handle 5 times per night in any case,ham,0,0,0,0,0,0,0
I dunno lei... Like dun haf...,i dunno lei like dun haf,ham,0,0,0,0,0,0,0
I dunno they close oredi not... Ü v ma fan...,i dunno they close oredi not v ma fan,ham,0,0,0,0,0,0,0
I emailed yifeng my part oredi.. Can ü get it fr him..,i emailed yifeng my part oredi can get it fr him,ham,0,0,0,0,0,0,0
I fetch yun or u fetch?,i fetch yun or u fetch,ham,0,0,0,0,0,0,0
I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,i forgot 2 ask all smth there's a card on da present lei how all want 2 write smth or sign on it,ham,0,0,0,0,0,0,0
"I get out of class in bsn in like <#> minutes, you know where advising is?",i get out of class in bsn in like minutes you know where advising is,ham,0,0,0,0,0,0,0
I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,i got a call from a landline number i am asked to come to anna nagar i will go in the afternoon,ham,0,0,0,0,0,0,0
"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",i got another job the one at the hospital doing data analysis or something starts on monday not sure when my thesis will got finished,ham,0,0,0,0,0,0,0
"I got arrested for possession at, I shit you not, <TIME> pm",i got arrested for possession at i shit you not time pm,ham,0,0,0,0,0,0,0
"I got like $ <#> , I can get some more later though. Get whatever you feel like",i got like i can get some more later though get whatever you feel like,ham,0,0,0,0,0,0,0
